,title,media,date,datetime,desc,link,img
10,Google makes $100000 worth of tech training free to every U.S. business,Reuters,3 days ago,2022-05-03 13:17:53.215877,"Alphabet Inc's Google will provide any U.S. business over $100000 worth of 
online courses in data analytics, design and other tech skills for their 
workers...",https://www.reuters.com/technology/google-makes-100000-worth-tech-training-free-every-us-business-2022-05-02/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
11,What jobs crisis? Top Chinese regulator says tech is booming,CNN,3 weeks ago,2022-04-15 13:17:53.225347,"One of the regulators behind China's dramatic crackdown on private 
enterprise has tried to quell growing concerns about the impact on 
employment, saying the...",https://www.cnn.com/2022/04/11/tech/china-jobs-tech-regulator-intl-hnk/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
12,Pittsburgh tech is seeing the most tech job growth in software and cybersecurity,Technical.ly,1 month ago,2022-04-06 13:17:53.236292,"A CompTIA report says the city's tech economy is expected to grow across 
certain roles, but Pittsburgh is still grappling with diversifying in its 
tech...",https://technical.ly/software-development/pittsburgh-comptia-report-tech-jobs/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
13,Hiltzik: The tech exodus from California? It was a bust,Los Angeles Times,1 month ago,2022-04-06 13:17:53.247607,"Wannabe innovation hubs from coast to coast have been slavering over the 
prospect that the work-from-home revolution triggered by the COVID pandemic 
would...",https://www.latimes.com/business/story/2022-03-23/california-tech-exodus-was-a-bust,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
14,The best places to live in the U.S. in 2022,CBS News,1 month ago,2022-04-06 13:17:53.259930,Did your city make the cut?,https://www.cbsnews.com/pictures/best-places-live-united-states-america/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
15,"Tech hiring fair promises on-the-spot interviews, job offers",The Business Journals,1 month ago,2022-04-06 13:17:53.271036,"Get your resume ready. Venture Miami's tech hiring fair will return to 
Miami Dade College, Wolfson Campus April 14 in a bid to connect nearly 50 
startups...",https://www.bizjournals.com/southflorida/inno/stories/news/2022/03/14/venture-miami-tech-hiring-fair.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
16,Covid exodus? Tech job growth accelerated in New York during remote work,Crain's New York Business,"ar 8, 2022",,"Remote work has allowed more U.S. cities to capture tech job growth—but 
that hasn't slowed the industry's progression in New York. Tech employment 
grew 5%...",https://www.crainsnewyork.com/technology/covid-exodus-tech-job-growth-accelerated-new-york-during-remote-work,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
17,The Great Tech Hub Exodus Didn't Quite Happen,WIRED,"ar 8, 2022",,"Two years into the pandemic, US tech jobs remain concentrated in a handful 
of coastal hubs. But a new set of cities is gaining ground.",https://www.wired.com/story/pandemic-remote-working-fail/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
18,"How to land your dream job in tech, according to industry experts",Business Insider,"an 26, 2022",,"There are tens of thousands of open jobs at some of the tech industry's 
largest employers, including Meta, Google, Amazon, and more.",https://www.businessinsider.com/how-to-land-dream-job-in-tech-2022-1,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
19,UK tech sector achieves best year ever as success feeds cities outside London,GOV.UK,"Dec 20, 2021",2021-12-20 00:00:00.000000,"More VC investment, more unicorns, more jobs and more futurecorns.",https://www.gov.uk/government/news/uk-tech-sector-achieves-best-year-ever-as-success-feeds-cities-outside-london,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
20,Google makes $100000 worth of tech training free to every U.S. business,Reuters,3 days ago,2022-05-03 13:17:53.955631,"Alphabet Inc's Google will provide any U.S. business over $100000 worth of 
online courses in data analytics, design and other tech skills for their 
workers...",https://www.reuters.com/technology/google-makes-100000-worth-tech-training-free-every-us-business-2022-05-02/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
21,What jobs crisis? Top Chinese regulator says tech is booming,CNN,3 weeks ago,2022-04-15 13:17:53.964935,"One of the regulators behind China's dramatic crackdown on private 
enterprise has tried to quell growing concerns about the impact on 
employment, saying the...",https://www.cnn.com/2022/04/11/tech/china-jobs-tech-regulator-intl-hnk/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
22,Pittsburgh tech is seeing the most tech job growth in software and cybersecurity,Technical.ly,1 month ago,2022-04-06 13:17:53.975866,"A CompTIA report says the city's tech economy is expected to grow across 
certain roles, but Pittsburgh is still grappling with diversifying in its 
tech...",https://technical.ly/software-development/pittsburgh-comptia-report-tech-jobs/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
23,Hiltzik: The tech exodus from California? It was a bust,Los Angeles Times,1 month ago,2022-04-06 13:17:53.986572,"Wannabe innovation hubs from coast to coast have been slavering over the 
prospect that the work-from-home revolution triggered by the COVID pandemic 
would...",https://www.latimes.com/business/story/2022-03-23/california-tech-exodus-was-a-bust,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
24,The best places to live in the U.S. in 2022,CBS News,1 month ago,2022-04-06 13:17:53.997088,Did your city make the cut?,https://www.cbsnews.com/pictures/best-places-live-united-states-america/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
25,"Tech hiring fair promises on-the-spot interviews, job offers",The Business Journals,1 month ago,2022-04-06 13:17:54.007405,"Get your resume ready. Venture Miami's tech hiring fair will return to 
Miami Dade College, Wolfson Campus April 14 in a bid to connect nearly 50 
startups...",https://www.bizjournals.com/southflorida/inno/stories/news/2022/03/14/venture-miami-tech-hiring-fair.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
26,Covid exodus? Tech job growth accelerated in New York during remote work,Crain's New York Business,"ar 8, 2022",,"Remote work has allowed more U.S. cities to capture tech job growth—but 
that hasn't slowed the industry's progression in New York. Tech employment 
grew 5%...",https://www.crainsnewyork.com/technology/covid-exodus-tech-job-growth-accelerated-new-york-during-remote-work,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
27,The Great Tech Hub Exodus Didn't Quite Happen,WIRED,"ar 8, 2022",,"Two years into the pandemic, US tech jobs remain concentrated in a handful 
of coastal hubs. But a new set of cities is gaining ground.",https://www.wired.com/story/pandemic-remote-working-fail/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
28,"How to land your dream job in tech, according to industry experts",Business Insider,"an 26, 2022",,"There are tens of thousands of open jobs at some of the tech industry's 
largest employers, including Meta, Google, Amazon, and more.",https://www.businessinsider.com/how-to-land-dream-job-in-tech-2022-1,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
29,UK tech sector achieves best year ever as success feeds cities outside London,GOV.UK,"Dec 20, 2021",2021-12-20 00:00:00.000000,"More VC investment, more unicorns, more jobs and more futurecorns.",https://www.gov.uk/government/news/uk-tech-sector-achieves-best-year-ever-as-success-feeds-cities-outside-london,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
30,"Linking In: CIOs, CISOs and More Gov Tech Job Moves of 2021",Government Technology,"Dec 14, 2021",2021-12-14 00:00:00.000000,"All year, we track chief information officers, data officers, security 
officers and more as they move in and out of government agencies at 
states,...",https://www.govtech.com/workforce/linking-in-cios-cisos-and-more-gov-tech-job-moves-of-2021,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
31,How tech job postings fared in Nashville in Q3 - Nashville Business Journal,The Business Journals,"ct 26, 2021",,"Employers continued posting droves of technology jobs in the third quarter, 
but the frantic pace has abated slightly compared to earlier in 2021.",https://www.bizjournals.com/nashville/news/2021/10/26/tech-job-postings-jump.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
32,Google to Spend $2.1 Billion on Manhattan Office Building,The New York Times,"Sep 21, 2021",2021-09-21 00:00:00.000000,"The technology giant has built a sprawling campus on the West Side of 
Manhattan and has 12000 employees in the city.",https://www.nytimes.com/2021/09/21/nyregion/google-buys-building-hudson-square.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
33,Best US Cities For Technology Job Growth: Dice Q2 Report,CRN,"Sep 21, 2021",2021-09-21 00:00:00.000000,"Dice analyzed more than one million tech job postings between April and 
June of 2021 for its Q2 2021 Tech Job Report.",https://www.crn.com/slide-shows/running-your-business/best-us-cities-for-technology-job-growth-dice-q2-report,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
34,Texas' abortion law has tech workers reconsidering moving to the state,The Washington Post,"Sep 13, 2021",2021-09-13 00:00:00.000000,"Tech workers are marking Texas off the list of places they'd consider 
working after the state passed the nation's most restrictive abortion law.",https://www.washingtonpost.com/technology/2021/09/12/texas-abortion-law-tech-workers-reconsidering-relocation/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
35,Influx of VC spending fuels hot job market in city tech industry,Crain's New York Business,"Sep 6, 2021",2021-09-06 00:00:00.000000,"Peloton had plenty of headaches in the first half of the year: federal 
regulators are probing user injuries that led to the company's costly 
treadmill...",https://www.crainsnewyork.com/technology/influx-vc-spending-fuels-hot-job-market-nyc-tech-industry,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
36,"Tech job posting numbers flat in the Seattle area, report says - Puget Sound Business Journal",The Business Journals,"Aug 26, 2021",2021-08-26 00:00:00.000000,"The Seattle area had the seventh-most tech job postings of any U.S. city, 
according to Dice's recent Q2 Tech Job Report. The ranking is down from 
sixth in...",https://www.bizjournals.com/seattle/news/2021/08/26/dice-tech-job-report-q2-2021.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
37,Is Austin Emerging as the New American Technology Hub?,CMSWire,"Aug 20, 2021",2021-08-20 00:00:00.000000,"Continuing our series of the state of U.S. tech hubs, we look at the 
growing city of Austin and why so many techies are pouring into the state 
of Texas.",https://www.cmswire.com/customer-experience/is-austin-emerging-as-the-new-american-technology-hub/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
38,Dallas area rises to No. 2 for tech job listings among US metros as it gets biggest gains - Dallas Business Journal,The Business Journals,"Aug 7, 2021",2021-08-07 00:00:00.000000,"The Dallas area ranked even higher on the list of metros for technology job 
postings. The region rose to No. 2 in July from No. 3 in June, according to 
a...",https://www.bizjournals.com/dallas/news/2021/08/07/tech-job-listings-dallas-fort-worth.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
39,Technology & Innovation Roundup: South Florida tech job postings surge - South Florida Business Journal,The Business Journals,"Jul 26, 2021",2021-07-26 00:00:00.000000,"The demand for tech employees in South Florida showed no signs of abating 
in the second quarter. There was a 29% increase of tech job postings in 
the...",https://www.bizjournals.com/southflorida/news/2021/07/26/technology-innovation-roundup-07-23-21.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
40,Google makes $100000 worth of tech training free to every U.S. business,Reuters,3 days ago,2022-05-03 13:17:55.527999,"Alphabet Inc's Google will provide any U.S. business over $100000 worth of 
online courses in data analytics, design and other tech skills for their 
workers...",https://www.reuters.com/technology/google-makes-100000-worth-tech-training-free-every-us-business-2022-05-02/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
41,What jobs crisis? Top Chinese regulator says tech is booming,CNN,3 weeks ago,2022-04-15 13:17:55.537349,"One of the regulators behind China's dramatic crackdown on private 
enterprise has tried to quell growing concerns about the impact on 
employment, saying the...",https://www.cnn.com/2022/04/11/tech/china-jobs-tech-regulator-intl-hnk/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
42,Pittsburgh tech is seeing the most tech job growth in software and cybersecurity,Technical.ly,1 month ago,2022-04-06 13:17:55.548147,"A CompTIA report says the city's tech economy is expected to grow across 
certain roles, but Pittsburgh is still grappling with diversifying in its 
tech...",https://technical.ly/software-development/pittsburgh-comptia-report-tech-jobs/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
43,Hiltzik: The tech exodus from California? It was a bust,Los Angeles Times,1 month ago,2022-04-06 13:17:55.558952,"Wannabe innovation hubs from coast to coast have been slavering over the 
prospect that the work-from-home revolution triggered by the COVID pandemic 
would...",https://www.latimes.com/business/story/2022-03-23/california-tech-exodus-was-a-bust,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
44,The best places to live in the U.S. in 2022,CBS News,1 month ago,2022-04-06 13:17:55.569095,Did your city make the cut?,https://www.cbsnews.com/pictures/best-places-live-united-states-america/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
45,"Tech hiring fair promises on-the-spot interviews, job offers",The Business Journals,1 month ago,2022-04-06 13:17:55.579328,"Get your resume ready. Venture Miami's tech hiring fair will return to 
Miami Dade College, Wolfson Campus April 14 in a bid to connect nearly 50 
startups...",https://www.bizjournals.com/southflorida/inno/stories/news/2022/03/14/venture-miami-tech-hiring-fair.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
46,Covid exodus? Tech job growth accelerated in New York during remote work,Crain's New York Business,"ar 8, 2022",,"Remote work has allowed more U.S. cities to capture tech job growth—but 
that hasn't slowed the industry's progression in New York. Tech employment 
grew 5%...",https://www.crainsnewyork.com/technology/covid-exodus-tech-job-growth-accelerated-new-york-during-remote-work,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
47,The Great Tech Hub Exodus Didn't Quite Happen,WIRED,"ar 8, 2022",,"Two years into the pandemic, US tech jobs remain concentrated in a handful 
of coastal hubs. But a new set of cities is gaining ground.",https://www.wired.com/story/pandemic-remote-working-fail/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
48,"How to land your dream job in tech, according to industry experts",Business Insider,"an 26, 2022",,"There are tens of thousands of open jobs at some of the tech industry's 
largest employers, including Meta, Google, Amazon, and more.",https://www.businessinsider.com/how-to-land-dream-job-in-tech-2022-1,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
49,UK tech sector achieves best year ever as success feeds cities outside London,GOV.UK,"Dec 20, 2021",2021-12-20 00:00:00.000000,"More VC investment, more unicorns, more jobs and more futurecorns.",https://www.gov.uk/government/news/uk-tech-sector-achieves-best-year-ever-as-success-feeds-cities-outside-london,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
50,Miami Inno - South Florida tech job postings surge,The Business Journals,"Jul 14, 2021",2021-07-14 00:00:00.000000,"Demand for tech talent rose nationally during the second quarter. Here's 
how tech job postings fared in South Florida.",https://www.bizjournals.com/southflorida/inno/stories/news/2021/07/14/how-tech-job-postings-fared-in-miami-q2.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
51,"Miami, Phoenix, Birmingham see strong gains in tech job postings",The Business Journals,"Jul 13, 2021",2021-07-13 00:00:00.000000,"Demand for tech talent surged nationally during the second quarter. Here's 
a look at where job postings surged the most – including some surprising 
emerging...",https://www.bizjournals.com/bizjournals/news/2021/07/13/how-tech-job-postings-fared-in-q2.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
52,New York City Surpasses Silicon Valley in Technology Job Demand,Dice Insights,"Jul 7, 2021",2021-07-07 00:00:00.000000,"A little over a year ago, as the nation locked down, some “experts” 
predicted that New York City was on the verge of going kaput.",https://insights.dice.com/2021/07/07/new-york-city-surpasses-silicon-valley-in-technology-job-demand/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
53,Inside Amazon's Employment Machine,The New York Times,"Jun 15, 2021",2021-06-15 00:00:00.000000,"Each year, hundreds of thousands of workers churn through a vast mechanism 
that hires and monitors, disciplines and fires. Amid the pandemic, the 
already...",https://www.nytimes.com/interactive/2021/06/15/us/amazon-workers.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
54,"Garmin, Cerner lead May spike in KC tech job postings - Kansas City Business Journal",The Business Journals,"Jun 14, 2021",2021-06-14 00:00:00.000000,"The Kansas City metro saw a rise in tech job postings in May. Here's a 
closer look at the demand and which companies are leading the pack, 
according to...",https://www.bizjournals.com/kansascity/news/2021/06/14/kc-metro-sees-uptick-in-may-tech-job-postings.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
55,Orlando a top city for new tech job openings - Orlando Business Journal,The Business Journals,"May 11, 2021",2021-05-11 00:00:00.000000,"Central Florida's need for software developers, network engineers and other 
tech workers is growing. Orlando ranked the 41st U.S. city for most tech 
job...",https://www.bizjournals.com/orlando/news/2021/05/11/orlando-tech-job-postings-accelerate-these-are-th.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
56,Seattle ranks among top 10 metros for tech job postings in new report - Puget Sound Business Journal,The Business Journals,"May 10, 2021",2021-05-10 00:00:00.000000,"The Seattle area made a big jump in tech job postings over the past year, 
according to a report from Dice. Anthony Bolante | PSBJ. By Rick Morgan",https://www.bizjournals.com/seattle/news/2021/05/10/seattle-dice-report-q1-2021.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
57,The battle for tech talent is heating up. Milwaukee is among the hotspots.,The Business Journals,"Apr 21, 2021",2021-04-21 00:00:00.000000,"Demand for tech talent is ramping up around the nation, but growing 
hotspots like Texas aren't the only places seeing a surge of job postings.",https://www.bizjournals.com/milwaukee/inno/stories/news/2021/04/21/tech-talent-top-markets.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
58,The 10 Best States For Tech Job Openings,CRN,"Apr 15, 2021",2021-04-15 00:00:00.000000,"CompTIA identifies the best states with the most tech job listings in March 
and how those numbers compare with February. Here's a look.",https://www.crn.com/slide-shows/running-your-business/the-10-best-states-for-tech-job-openings,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
59,"'Under the radar' Phoenix leads Arizona to tech job growth in 2020, report says - Phoenix Business Journal",The Business Journals,"pr 5, 2021",,"A new report found that Arizona added around 2500 tech jobs in 2020 and it 
projects a massive increase in jobs to be added this year.",https://www.bizjournals.com/phoenix/news/2021/04/05/arizona-ranks-top-10-tech-job-growth.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
60,Google makes $100000 worth of tech training free to every U.S. business,Reuters,3 days ago,2022-05-03 13:17:57.274092,"Alphabet Inc's Google will provide any U.S. business over $100000 worth of 
online courses in data analytics, design and other tech skills for their 
workers...",https://www.reuters.com/technology/google-makes-100000-worth-tech-training-free-every-us-business-2022-05-02/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
61,What jobs crisis? Top Chinese regulator says tech is booming,CNN,3 weeks ago,2022-04-15 13:17:57.283249,"One of the regulators behind China's dramatic crackdown on private 
enterprise has tried to quell growing concerns about the impact on 
employment, saying the...",https://www.cnn.com/2022/04/11/tech/china-jobs-tech-regulator-intl-hnk/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
62,Pittsburgh tech is seeing the most tech job growth in software and cybersecurity,Technical.ly,1 month ago,2022-04-06 13:17:57.293511,"A CompTIA report says the city's tech economy is expected to grow across 
certain roles, but Pittsburgh is still grappling with diversifying in its 
tech...",https://technical.ly/software-development/pittsburgh-comptia-report-tech-jobs/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
63,Hiltzik: The tech exodus from California? It was a bust,Los Angeles Times,1 month ago,2022-04-06 13:17:57.304612,"Wannabe innovation hubs from coast to coast have been slavering over the 
prospect that the work-from-home revolution triggered by the COVID pandemic 
would...",https://www.latimes.com/business/story/2022-03-23/california-tech-exodus-was-a-bust,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
64,The best places to live in the U.S. in 2022,CBS News,1 month ago,2022-04-06 13:17:57.314941,Did your city make the cut?,https://www.cbsnews.com/pictures/best-places-live-united-states-america/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
65,"Tech hiring fair promises on-the-spot interviews, job offers",The Business Journals,1 month ago,2022-04-06 13:17:57.326561,"Get your resume ready. Venture Miami's tech hiring fair will return to 
Miami Dade College, Wolfson Campus April 14 in a bid to connect nearly 50 
startups...",https://www.bizjournals.com/southflorida/inno/stories/news/2022/03/14/venture-miami-tech-hiring-fair.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
66,Covid exodus? Tech job growth accelerated in New York during remote work,Crain's New York Business,"ar 8, 2022",,"Remote work has allowed more U.S. cities to capture tech job growth—but 
that hasn't slowed the industry's progression in New York. Tech employment 
grew 5%...",https://www.crainsnewyork.com/technology/covid-exodus-tech-job-growth-accelerated-new-york-during-remote-work,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
